date,season,year,month,holiday,dow,workingday,weather_condition,temp,atemp,windspeed,humidity,casual,registered,cnt,nCasual,nRegistered,nCnt
2011-06-30,3,2011,6,0,4,1,1,0.71,0.64395,0.19399999999999998,0.42,1027,4488,5515,0.29932372831520143,0.6226588885477433,0.613320439985495
2011-07-01,3,2011,7,0,5,1,1,0.71,0.64395,0.1194,0.42,1246,4116,5362,0.3637165539547192,0.565551120663187,0.5948265441798622
2011-07-02,3,2011,7,0,6,0,1,0.74,0.6667,0.1045,0.475,2204,2915,5119,0.6453984122316966,0.38117899907890695,0.5654538861356219
2011-07-03,3,2011,7,0,0,0,1,0.7,0.6515,0.19399999999999998,0.65,2282,2367,4649,0.6683328432813879,0.29705250230273256,0.5086425722228938
2011-07-04,3,2011,7,1,1,0,1,0.74,0.6818,0.0896,0.62,3065,2978,6043,0.8985592472802117,0.3908504758980657,0.6771425117853258
2011-07-05,3,2011,7,0,2,1,1,0.76,0.6970000000000001,0.1045,0.62,1031,3634,4665,0.30049985298441634,0.4915566472213694,0.5105765743986462
2011-07-06,3,2011,7,0,3,1,1,0.72,0.6970000000000001,0.16415,0.74,784,3845,4629,0.227874154660394,0.5239484187902979,0.5062250695032032
2011-07-07,3,2011,7,0,4,1,1,0.74,0.6894,0.1642,0.62,754,3838,4592,0.21905321964128197,0.5228738102548357,0.5017526894717756
2011-07-08,3,2011,7,0,5,1,2,0.7,0.6667,0.2537,0.78,692,3348,4040,0.20082328726845045,0.44765121277249004,0.4350296144083162
2011-07-09,3,2011,7,0,6,0,1,0.74,0.6818,0.1642,0.58,1988,3348,5336,0.58188768009409,0.44765121277249004,0.5916837906442645
2011-07-10,3,2011,7,0,0,0,1,0.74,0.6970000000000001,0.19399999999999998,0.61,1743,3138,4881,0.509850044104675,0.41541295670862755,0.5366856037713043
2011-07-11,3,2011,7,0,1,1,1,0.73,0.6970000000000001,0.2836,0.61,723,3363,4086,0.20993825345486622,0.4499539453484802,0.4405898706636045
2011-07-12,3,2011,7,0,2,1,1,0.81,0.73485,0.19399999999999998,0.52,662,3596,4258,0.19200235224933843,0.4857230580288609,0.4613803940529433
2011-07-13,3,2011,7,0,3,1,1,0.74,0.6894,0.1642,0.58,748,3594,4342,0.21728903263745958,0.4854160270187289,0.47153390547564367
2011-07-14,3,2011,7,0,4,1,1,0.67,0.6288,0.2537,0.485,888,4196,5084,0.25845339605998235,0.5778323610684679,0.5612232563761634
2011-07-15,3,2011,7,0,5,1,1,0.66,0.6212,0.19399999999999998,0.5549999999999999,1318,4220,5538,0.38488679800058806,0.5815167331900521,0.6161005681131392
2011-07-16,3,2011,7,0,6,0,1,0.7,0.6515,0.2239,0.56,2418,3505,5923,0.7083210820346957,0.4717531470678539,0.6626374954671824
2011-07-17,3,2011,7,0,0,0,1,0.73,0.6818,0.2239,0.61,2006,3296,5302,0.5871802411055572,0.4396684065090574,0.5875740360207905
2011-07-18,3,2011,7,0,1,1,1,0.75,0.70455,0.2239,0.66,841,3617,4458,0.24463393119670684,0.4889468836352472,0.4855554212498489
2011-07-19,3,2011,7,0,2,1,1,0.75,0.7273,0.1343,0.6799999999999999,752,3789,4541,0.2184651573066745,0.5153515505066012,0.4955880575365647
2011-07-20,3,2011,7,0,3,1,1,0.77,0.75755,0.1045,0.7,644,3688,4332,0.1867097912378712,0.49984648449493396,0.4703251541157984
2011-07-21,3,2011,7,0,4,1,1,0.82,0.8636,0.2239,0.71,632,3152,3784,0.1831814172302264,0.41756217377955174,0.40408557959627706
2011-07-22,3,2011,7,0,5,1,1,0.84,0.8182,0.1045,0.575,562,2825,3387,0.16259923551896502,0.3673626036229659,0.35609815061041944
2011-07-23,3,2011,7,0,6,0,1,0.82,0.7879,0.1343,0.52,987,2298,3285,0.28756248162305204,0.28645993245317775,0.34376888673999756
2011-07-24,3,2011,7,0,0,0,1,0.82,0.7879,0.14925,0.56,1050,2556,3606,0.3060864451631873,0.32606693276020876,0.3825698053910311
2011-07-25,3,2011,7,0,1,1,1,0.74,0.7121,0.0896,0.77,568,3272,3840,0.1643634225227874,0.43598403438747313,0.4108545872114106
2011-07-26,3,2011,7,0,2,1,1,0.77,0.70455,0.2239,0.475,750,3840,4590,0.21787709497206703,0.5231808412649678,0.5015109391998066
2011-07-27,3,2011,7,0,3,1,1,0.77,0.6894,0.20894999999999997,0.435,755,3901,4656,0.21934725080858572,0.5325452870739945,0.5094886981747855
2011-07-28,3,2011,7,0,4,1,1,0.78,0.75,0.19399999999999998,0.56,606,3784,4390,0.17553660688032932,0.5145839729812711,0.477335912002901
2011-07-29,3,2011,7,0,5,1,1,0.84,0.7803,0.19405,0.46499999999999997,670,3176,3846,0.1943546015877683,0.421246545901136,0.4115798380273178
2011-07-30,3,2011,7,0,6,0,1,0.79,0.73485,0.1642,0.475,1559,2916,4475,0.455748309320788,0.381332514583973,0.4876102985615859
2011-07-31,3,2011,7,0,0,0,1,0.79,0.7424,0.1642,0.55,1524,2778,4302,0.4454572184651573,0.36014737488486337,0.4666989000362625
2011-08-01,3,2011,8,0,1,1,1,0.74,0.6818,0.17909999999999998,0.565,729,3537,4266,0.21170244045868863,0.47666564322996624,0.4623473951408195
2011-08-02,3,2011,8,0,2,1,1,0.8,0.73485,0.2239,0.475,801,4044,4845,0.23287268450455748,0.5544980042984341,0.5323340988758613
2011-08-03,3,2011,8,0,3,1,2,0.74,0.6818,0.1343,0.58,467,3107,3574,0.13466627462511027,0.4106539760515812,0.37870180103952616
2011-08-04,3,2011,8,0,4,1,2,0.7,0.6667,0.20894999999999997,0.74,799,3777,4576,0.23228462216995002,0.5135093644458091,0.4998186872960232
2011-08-05,3,2011,8,0,5,1,1,0.71,0.6591,0.2239,0.615,1023,3843,4866,0.29814760364598647,0.5236413877801658,0.5348724767315364
2011-08-06,3,2011,8,0,6,0,2,0.71,0.6818500000000001,0.2239,0.79,1521,2773,4294,0.4445751249632461,0.3593797973595333,0.4657318989483863
2011-08-07,3,2011,8,0,0,0,1,0.72,0.6970000000000001,0.19399999999999998,0.79,1298,2487,3785,0.37900617465451336,0.31547436291065395,0.4042064547322616
2011-08-08,3,2011,8,0,1,1,1,0.76,0.7121,0.14925,0.565,846,3480,4326,0.24610408703322553,0.46791525944120355,0.4695999032998912
2011-08-09,3,2011,8,0,2,1,1,0.78,0.7121500000000001,0.1642,0.575,907,3695,4602,0.2640399882387533,0.5009210930303961,0.502961440831621
2011-08-10,3,2011,8,0,3,1,1,0.76,0.6667,0.20894999999999997,0.395,884,3896,4780,0.25727727139076745,0.5317777095486644,0.524477215036867
2011-08-11,3,2011,8,0,4,1,1,0.71,0.6515,0.1642,0.42000000000000004,812,3980,4792,0.23610702734489855,0.5446730119742094,0.5259277166686812
2011-08-12,3,2011,8,0,5,1,1,0.71,0.6515,0.1343,0.42,1051,3854,4905,0.30638047633049104,0.525330058335892,0.5395866070349329
2011-08-13,3,2011,8,0,6,0,2,0.68,0.6364,0.20894999999999997,0.74,1504,2646,4150,0.43957659511908265,0.3398833282161498,0.4483258793666143
2011-08-14,3,2011,8,0,0,0,2,0.66,0.5985,0.20894999999999997,0.835,1338,2482,3820,0.39076742134666276,0.31470678538532393,0.40843708449172006
2011-08-15,3,2011,8,0,1,1,1,0.66,0.6212,0.23879999999999998,0.69,775,3563,4338,0.2252278741546604,0.48065704636168255,0.4710504049317055
2011-08-16,3,2011,8,0,2,1,1,0.7,0.6515,0.23879999999999998,0.58,721,4004,4725,0.20935019112025874,0.5483573840957937,0.5178290825577179
2011-08-17,3,2011,8,0,3,1,1,0.73,0.67425,0.1642,0.565,668,4026,4694,0.19376653925316084,0.551734725207246,0.5140819533421975
2011-08-18,3,2011,8,0,4,1,1,0.69,0.65155,0.2537,0.66,639,3166,3805,0.18523963540135255,0.4197113908504759,0.4066239574519521
2011-08-19,3,2011,8,0,5,1,1,0.66,0.6061,0.0896,0.755,797,3356,4153,0.23169655983534254,0.4488793368130181,0.4486885047745679
2011-08-20,3,2011,8,0,6,0,1,0.71,0.6667,0.1343,0.6699999999999999,1914,3277,5191,0.5601293737136136,0.4367516119128032,0.5741568959265079
2011-08-21,3,2011,8,0,0,0,1,0.7,0.6667,0.2537,0.79,1249,2624,3873,0.3645986474566304,0.3365059871046976,0.41484346669890004
2011-08-22,3,2011,8,0,1,1,1,0.69,0.6364,0.2985,0.395,833,3925,4758,0.24228168185827698,0.5362296591955787,0.5218179620452073
2011-08-23,3,2011,8,0,2,1,1,0.63,0.6212,0.17909999999999998,0.49,1281,4614,5895,0.37400764481034987,0.6420018421860608,0.6592529916596156
2011-08-24,3,2011,8,0,3,1,1,0.7,0.6515,0.2985,0.59,949,4181,5130,0.27638929726551015,0.5755296284924777,0.5667835126314517
2011-08-25,3,2011,8,0,4,1,1,0.68,0.6364,0.2985,0.78,435,3107,3542,0.12525727727139077,0.4106539760515812,0.37483379668802125
2011-08-26,3,2011,8,0,5,1,1,0.72,0.6970000000000001,0.1045,0.79,768,3893,4661,0.22316965598353425,0.5313171630334664,0.510093073854708
2011-08-27,3,2011,8,0,6,0,3,0.6614428571428572,0.6667,0.4403,0.84,565,1363,1211,0.16348132902087623,0.14292293521645685,0.09307385470808655
2011-08-28,3,2011,8,0,0,0,1,0.66,0.6212,0.3881,0.61539375,1415,2975,4502,0.4134078212290503,0.39038992938286765,0.49087392723316814
2011-08-29,3,2011,8,0,1,1,1,0.63,0.6212,0.1642,0.53,729,3905,4634,0.21170244045868863,0.5331593490942586,0.5068294451831258
2011-08-30,3,2011,8,0,2,1,1,0.65,0.6212,0.1343,0.5349999999999999,775,4429,5204,0.2252278741546604,0.6136014737488487,0.5757282726943068
2011-08-31,3,2011,8,0,3,1,1,0.65,0.61365,0.09705,0.6499999999999999,688,4370,5058,0.1996471625992355,0.604544058949954,0.5580805028405657
2011-09-01,3,2011,9,0,4,1,1,0.66,0.6212,0.1343,0.61,783,4332,5115,0.22758012349309026,0.5987104697574455,0.5649703855916838
2011-09-02,3,2011,9,0,5,1,2,0.64,0.6061,0.1343,0.73,875,3852,4727,0.2546309908850338,0.5250230273257599,0.5180708328296869
2011-09-03,3,2011,9,0,6,0,1,0.66,0.6212,0.1642,0.7,1935,2549,4484,0.5663040282269921,0.3249923242247467,0.48869817478544664
2011-09-04,3,2011,9,0,0,0,1,0.72,0.6894,0.19399999999999998,0.74,2521,2419,4940,0.7386062922669803,0.3050353085661652,0.5438172367943914
2011-09-05,3,2011,9,1,1,0,2,0.68,0.6364,0.1642,0.76,1236,2115,3351,0.36077624228168187,0.25836659502609766,0.35174664571497644
2011-09-06,3,2011,9,0,2,1,3,0.54,0.5152,0.3582,0.88,204,2510,2715,0.05733607762422817,0.31900521952717226,0.27487005922881663
2011-09-07,3,2011,9,0,3,1,3,0.6,0.5455,0.09705,0.935,118,1878,1996,0.03204939723610703,0.22198342032545287,0.187960836455941
2011-09-08,3,2011,9,0,4,1,3,0.62,0.5455,0.1642,0.94,153,1692,1845,0.042340488091737724,0.1934295363831747,0.16970869092227728
2011-09-09,3,2011,9,0,5,1,1,0.62,0.5455,0.1343,0.94,417,3127,3544,0.11996471625992355,0.41372428615290147,0.37507554695999035
2011-09-10,3,2011,9,0,6,0,1,0.64,0.5909,0.14925,0.78,1750,3595,5345,0.5119082622758012,0.4855695425237949,0.5927716668681252
2011-09-11,3,2011,9,0,0,0,1,0.64,0.6061,0.1045,0.71,1633,3413,5046,0.47750661570126435,0.45762972060178075,0.5566300012087514
2011-09-12,3,2011,9,0,1,1,1,0.64,0.6061,0.0896,0.71,691,4025,4716,0.20052925610114672,0.5515812097021799,0.5167412063338571
2011-09-13,3,2011,9,0,2,1,1,0.64,0.5985,0.1343,0.76,701,4062,4763,0.20346956777418407,0.5572612833896223,0.5224223377251299
2011-09-14,3,2011,9,0,3,1,1,0.66,0.6212,0.14925,0.695,647,4138,4785,0.18759188473978242,0.5689284617746393,0.5250815907167895
2011-09-15,3,2011,9,0,4,1,1,0.61,0.5909,0.26865,0.69,428,3231,3659,0.12319905910026463,0.42968989867976665,0.38897618759821107
2011-09-16,3,2011,9,0,5,1,1,0.5,0.4848,0.17909999999999998,0.5700000000000001,742,4018,4760,0.21552484563363716,0.5505066011667178,0.5220597123171764
2011-09-17,3,2011,9,0,6,0,1,0.5,0.4848,0.19399999999999998,0.72,1434,3077,4511,0.41899441340782123,0.40604851089960087,0.4919618034570289
2011-09-18,3,2011,9,0,0,0,1,0.53,0.5076,0.19399999999999998,0.68,1353,2921,4274,0.39517788885621874,0.382100092109303,0.46331439622869575
2011-09-19,3,2011,9,0,1,1,2,0.56,0.5303,0.1642,0.68,691,3848,4539,0.20052925610114672,0.5244089653054959,0.49534630726459566
2011-09-20,3,2011,9,0,2,1,2,0.56,0.5303,0.1642,0.88,438,3203,3641,0.12613937077330198,0.4253914645379183,0.38680043515048956
2011-09-21,3,2011,9,0,3,1,2,0.6,0.5379,0.1045,0.94,539,3813,4352,0.1558365186709791,0.5190359226281854,0.47274265683548894
2011-09-22,3,2011,9,0,4,1,2,0.62,0.5455,0.1045,0.94,555,4240,4795,0.16054101734783888,0.5845870432913725,0.5262903420766348
2011-09-23,4,2011,9,0,5,1,2,0.61,0.5152,0.09705,1.0,258,2137,2395,0.07321376065862982,0.26174393613754987,0.2361900157137677
2011-09-24,4,2011,9,0,6,0,2,0.61,0.55305,0.0896,0.88,1776,3647,5423,0.5195530726256983,0.49355234878722753,0.6021999274749185
2011-09-25,4,2011,9,0,0,0,2,0.63,0.5682,0.0,0.855,1544,3466,5010,0.451337841811232,0.4657660423702794,0.5522784963133084
2011-09-26,4,2011,9,0,1,1,2,0.64,0.5758,0.1343,0.885,684,3946,4630,0.19847103793002058,0.539453484801965,0.5063459446391877
2011-09-27,4,2011,9,0,2,1,2,0.63,0.5682,0.1045,0.89,477,3643,4120,0.1376065862981476,0.49293828676696344,0.44469962528707846
2011-09-28,4,2011,9,0,3,1,2,0.61,0.5455,0.1642,0.88,480,3427,3907,0.1384886798000588,0.45977893767270495,0.418953221322374
2011-09-29,4,2011,9,0,4,1,1,0.6,0.57575,0.19399999999999998,0.665,653,4186,4839,0.18935607174360483,0.5762972060178078,0.5316088480599541
2011-09-30,4,2011,9,0,5,1,1,0.54,0.5152,0.19399999999999998,0.57,830,4372,5202,0.24139958835636577,0.604851089960086,0.5754865224223378
2011-10-01,4,2011,10,0,6,0,2,0.4,0.4091,0.31345,0.76,480,1949,2429,0.1384886798000588,0.2328830211851397,0.24029977033724162
2011-10-02,4,2011,10,0,0,0,2,0.36,0.3333,0.2239,0.81,616,2302,2918,0.17847691855336667,0.28707399447344184,0.2994077118336758
2011-10-03,4,2011,10,0,1,1,2,0.4,0.4091,0.1045,0.76,330,3240,3570,0.09438400470449868,0.43107153822536076,0.3782183004955881
2011-10-04,4,2011,10,0,2,1,1,0.49,0.47725,0.2239,0.7,486,3970,4456,0.14025286680388122,0.5431378569235493,0.48531367097787986
2011-10-05,4,2011,10,0,3,1,1,0.52,0.5,0.1642,0.675,559,4267,4826,0.1617171420170538,0.5887319619281547,0.5300374712921552
2011-10-06,4,2011,10,0,4,1,1,0.49,0.47725,0.1343,0.62,639,4126,4765,0.18523963540135255,0.5670862757138471,0.522664087997099
2011-10-07,4,2011,10,0,5,1,1,0.5,0.4848,0.0,0.68,949,4036,4985,0.27638929726551015,0.553269880257906,0.5492566179136952
2011-10-08,4,2011,10,0,6,0,1,0.51,0.4924,0.0,0.77,2235,3174,5409,0.6545133784181123,0.420939514891004,0.600507675571135
2011-10-09,4,2011,10,0,0,0,1,0.53,0.5076,0.0896,0.8,2397,3114,5511,0.7021464275213173,0.4117285845870433,0.6128369394415569
2011-10-10,4,2011,10,1,1,0,1,0.56,0.5303,0.0,0.8049999999999999,1514,3603,5117,0.44251690679211997,0.486797666564323,0.5652121358636528
2011-10-11,4,2011,10,0,2,1,2,0.58,0.5455,0.14925,0.83,667,3896,4563,0.19347250808585711,0.5317777095486644,0.49824731052822435
2011-10-12,4,2011,10,0,3,1,3,0.54,0.5152,0.2537,0.9099999999999999,217,2199,2416,0.06115848279917671,0.27126189745164264,0.23872839356944275
2011-10-13,4,2011,10,0,4,1,2,0.6,0.55305,0.14925,0.88,290,2623,2913,0.0826227580123493,0.33635247159963155,0.29880333615375315
2011-10-14,4,2011,10,0,5,1,1,0.56,0.5303,0.19399999999999998,0.88,529,3115,3644,0.1528962069979418,0.4118821000921093,0.38716306055844313
2011-10-15,4,2011,10,0,6,0,1,0.5,0.4848,0.20894999999999997,0.46499999999999997,1899,3318,5217,0.5557189062040576,0.4430457476205097,0.5772996494621057
2011-10-16,4,2011,10,0,0,0,1,0.54,0.5152,0.26865,0.49,1748,3293,5041,0.5113201999411938,0.43920785999385936,0.5560256255288287
2011-10-17,4,2011,10,0,1,1,1,0.54,0.5152,0.1642,0.555,713,3857,4570,0.20699794178182887,0.52579060485109,0.49909343648011606
2011-10-18,4,2011,10,0,2,1,1,0.53,0.5076,0.1045,0.7250000000000001,637,4111,4748,0.18465157306674507,0.564783543137857,0.520609210685362
2011-10-19,4,2011,10,0,3,1,3,0.53,0.5076,0.19399999999999998,0.94,254,2174,2429,0.07203763598941487,0.2674240098249923,0.24029977033724162
2011-10-20,4,2011,10,0,4,1,1,0.48,0.4697,0.4478,0.565,471,3724,4195,0.1358423992943252,0.5053730426773104,0.45376526048591803
2011-10-21,4,2011,10,0,5,1,1,0.42,0.4242,0.2239,0.56,676,3628,4304,0.1961187885915907,0.49063555419097327,0.4669406503082316
2011-10-22,4,2011,10,0,6,0,1,0.41000000000000003,0.41665,0.0896,0.62,1499,2809,4308,0.43810643928256393,0.36490635554190975,0.4674241508521697
2011-10-23,4,2011,10,0,0,0,1,0.42,0.4242,0.09705,0.765,1619,2762,4381,0.47339017935901206,0.35769112680380716,0.47624803577904024
2011-10-24,4,2011,10,0,1,1,1,0.46,0.4545,0.1045,0.82,699,3488,4187,0.2028815054395766,0.4691433834817317,0.4527982593980418
2011-10-25,4,2011,10,0,2,1,1,0.46,0.4545,0.1343,0.67,695,3992,4687,0.20170538077036165,0.5465151980350015,0.5132358273903058
2011-10-26,4,2011,10,0,3,1,1,0.49,0.47725,0.1642,0.71,404,3490,3894,0.11614231108497501,0.4694504144918637,0.4173818445545751
2011-10-27,4,2011,10,0,4,1,2,0.48,0.4697,0.14925,0.855,240,2419,2659,0.0679211996471626,0.3050353085661652,0.2681010516136831
2011-10-28,4,2011,10,0,5,1,2,0.33,0.3182,0.23879999999999998,0.61,456,3291,3747,0.1314319317847692,0.43890082898372734,0.39961319956484953
2011-10-29,4,2011,10,0,6,0,3,0.25,0.2273,0.3582,0.87,57,570,627,0.014113496030579242,0.02118513969910961,0.022482775293122204
2011-10-30,4,2011,10,0,0,0,1,0.31,0.3333,0.20894999999999997,0.655,885,2446,3331,0.25757130255807115,0.3091802272029475,0.3493291429952859
2011-10-31,4,2011,10,0,1,1,1,0.36,0.3485,0.1194,0.76,362,3307,3669,0.10379300205821818,0.44135707706478355,0.39018493895805634
2011-11-01,4,2011,11,0,2,1,1,0.38,0.39395,0.14925,0.71,410,3658,4068,0.11790649808879741,0.4952410193429536,0.438414118215883
2011-11-02,4,2011,11,0,3,1,1,0.37,0.37875,0.09705,0.73,370,3816,4186,0.10614525139664804,0.5194964691433834,0.4526773842620573
2011-11-03,4,2011,11,0,4,1,1,0.4,0.4091,0.1343,0.76,318,3656,3974,0.09085563069685387,0.4949339883328216,0.42705185543333735
2011-11-04,4,2011,11,0,5,1,2,0.4,0.4091,0.3284,0.6100000000000001,470,3576,4046,0.13554836812702145,0.4826527479275407,0.43575486522422335
2011-11-05,4,2011,11,0,6,0,1,0.32,0.32575,0.20894999999999997,0.525,1156,2770,3926,0.33725374889738313,0.3589192508443353,0.42124984890608
2011-11-06,4,2011,11,0,0,0,1,0.36,0.3636,0.0896,0.785,952,2697,3649,0.27727139076742136,0.34771261897451644,0.3877674362383658
2011-11-07,4,2011,11,0,1,1,1,0.36,0.3636,0.0448,0.845,373,3662,4035,0.10702734489855925,0.4958550813632177,0.43442523872839356
2011-11-08,4,2011,11,0,2,1,1,0.38,0.39395,0.0896,0.785,376,3829,4205,0.10790943840047044,0.5214921707092416,0.4549740118457633
2011-11-09,4,2011,11,0,3,1,1,0.4,0.4091,0.0,0.87,305,3804,4109,0.08703322552190532,0.5176542830825913,0.44336999879124867
2011-11-10,4,2011,11,0,4,1,2,0.36,0.3485,0.19405,0.8400000000000001,190,2743,2933,0.05321964128197589,0.35477433220755294,0.30122083887344375
2011-11-11,4,2011,11,1,5,0,1,0.32,0.303,0.30600000000000005,0.42,440,2928,3368,0.12672743310790943,0.3831747006447651,0.3538015230267134
2011-11-12,4,2011,11,0,6,0,1,0.39,0.40149999999999997,0.22385,0.58,1275,2792,4067,0.3722434578065275,0.36229659195578756,0.4382932430798985
2011-11-13,4,2011,11,0,0,0,1,0.46,0.4545,0.31345,0.43,1004,2713,3717,0.2925610114672155,0.3501688670555726,0.39598694548531366
2011-11-14,4,2011,11,0,1,1,1,0.55,0.52275,0.2985,0.595,595,3891,4486,0.17230226403998825,0.5310101320233344,0.4889399250574157
2011-11-15,4,2011,11,0,2,1,2,0.54,0.5152,0.19399999999999998,0.68,449,3746,4195,0.12937371361364305,0.5087503837887627,0.45376526048591803
2011-11-16,4,2011,11,0,3,1,3,0.46,0.4545,0.1045,0.94,145,1672,1817,0.03998823875330785,0.19035922628185448,0.1663241871147105
2011-11-17,4,2011,11,0,4,1,2,0.34,0.303,0.2985,0.55,139,2914,3053,0.03822405174948545,0.381025483573841,0.3157258551915871
2011-11-18,4,2011,11,0,5,1,1,0.26,0.2727,0.1642,0.425,245,3147,3392,0.06939135548368126,0.41679459625422166,0.3567025262903421
2011-11-19,4,2011,11,0,6,0,1,0.35,0.3409,0.2537,0.52,943,2720,3663,0.27462511026168773,0.3512434755910347,0.38945968814214915
2011-11-20,4,2011,11,0,0,0,2,0.46,0.4545,0.19399999999999998,0.67,787,2733,3520,0.2287562481623052,0.35323917715689285,0.37217454369636166
2011-11-21,4,2011,11,0,1,1,3,0.44,0.4394,0.14925,0.94,220,2545,2765,0.06204057630108792,0.3243782622044826,0.28091381602804305
2011-11-22,4,2011,11,0,2,1,3,0.4,0.4091,0.1045,0.94,69,1538,1607,0.017641870038224053,0.1697881486030089,0.14094040855795964
2011-11-23,4,2011,11,0,3,1,2,0.45,0.44695,0.37315,0.715,112,2454,2566,0.030285210232284622,0.3104083512434756,0.25685966396712195
2011-11-24,4,2011,11,1,4,0,1,0.36,0.3485,0.14925,0.59,560,935,1495,0.16201117318435754,0.07721829904820386,0.1274023933276925
2011-11-25,4,2011,11,0,5,1,1,0.35,0.35605,0.1045,0.71,1095,1697,2792,0.31931784769185534,0.19419711390850475,0.2841774446996253
2011-11-26,4,2011,11,0,6,0,1,0.37,0.38634999999999997,0.0896,0.755,1249,1819,3068,0.3645986474566304,0.2129260055265582,0.317538982231355
2011-11-27,4,2011,11,0,0,0,1,0.48,0.4697,0.23879999999999998,0.72,810,2261,3071,0.2355189650102911,0.28077985876573536,0.3179016076393086
2011-11-28,4,2011,11,0,1,1,1,0.52,0.5,0.14925,0.77,254,3622,3876,0.07203763598941487,0.4897144611605772,0.4152060921068536
2011-11-29,4,2011,11,0,2,1,2,0.45999999999999996,0.4545,0.2836,0.83,96,2818,2914,0.025580711555424875,0.3662879950875038,0.2989242112897377
2011-11-30,4,2011,11,0,3,1,1,0.32,0.303,0.2836,0.57,188,3425,3613,0.05263157894736842,0.4594719066625729,0.38341593134292273
2011-12-01,4,2011,12,0,4,1,1,0.3,0.3106,0.23879999999999998,0.525,182,3545,3727,0.05086739194354602,0.4778937672704943,0.39719569684515893
2011-12-02,4,2011,12,0,5,1,1,0.32,0.3182,0.0896,0.615,268,3672,3940,0.07615407233166716,0.4973902364138778,0.4229421008098634
2011-12-03,4,2011,12,0,6,0,1,0.3,0.3182,0.0896,0.61,706,2908,3614,0.20493972361070273,0.3801043905434449,0.3835368064789073
2011-12-04,4,2011,12,0,0,0,1,0.34,0.3409,0.1045,0.81,634,2851,3485,0.18376947956483386,0.3713540067546822,0.3679439139369032
2011-12-05,4,2011,12,0,1,1,1,0.38,0.38634999999999997,0.0896,0.87,233,3578,3811,0.06586298147603646,0.4829597789376727,0.4073492082678593
2011-12-06,4,2011,12,0,2,1,3,0.46,0.4545,0.2239,0.97,126,2468,2594,0.0344016465745369,0.31255756831439974,0.26024416777468873
2011-12-07,4,2011,12,0,3,1,3,0.44,0.4394,0.2239,1.0,50,655,705,0.012055277859453102,0.034233957629720604,0.03191103589991539
2011-12-08,4,2011,12,0,4,1,1,0.26,0.26515,0.23879999999999998,0.555,150,3172,3322,0.041458394589826524,0.420632483880872,0.34824126677142514
2011-12-09,4,2011,12,0,5,1,1,0.29000000000000004,0.3106,0.0,0.7,261,3359,3620,0.07409585416054101,0.44933988332821617,0.38426205729481444
2011-12-10,4,2011,12,0,6,0,1,0.26,0.26515,0.2239,0.5,502,2688,3190,0.14495736548074095,0.3463309794289223,0.33228574882146744
2011-12-11,4,2011,12,0,0,0,1,0.22,0.25,0.0,0.55,377,2366,2743,0.10820346956777419,0.2968989867976666,0.2782545630363834
2011-12-12,4,2011,12,0,1,1,1,0.25,0.2879,0.0896,0.69,143,3167,3310,0.03940017641870038,0.4198649063555419,0.34679076513961077
2011-12-13,4,2011,12,0,2,1,1,0.3,0.303,0.1642,0.52,155,3368,3523,0.04292855042634519,0.45072152287381023,0.3725371691043152
2011-12-14,4,2011,12,0,3,1,2,0.33,0.3333,0.0448,0.655,178,3562,3740,0.049691267274331076,0.4805035308566165,0.3987670736129578
2011-12-15,4,2011,12,0,4,1,2,0.43000000000000005,0.4318,0.2836,0.63,181,3528,3709,0.050573360776242283,0.4752840036843721,0.39501994439743743
2011-12-16,4,2011,12,0,5,1,2,0.34,0.3182,0.26865,0.45,178,3399,3577,0.049691267274331076,0.4554805035308566,0.37906442644747973
2011-12-17,4,2011,12,0,6,0,1,0.26,0.2576,0.2537,0.56,275,2464,2739,0.0782122905027933,0.3119435062941357,0.2777710624924453
2011-12-18,4,2011,12,0,0,0,1,0.22,0.23485,0.1642,0.59,220,2211,2431,0.06204057630108792,0.27310408351243476,0.2405415206092107
2011-12-19,4,2011,12,0,1,1,1,0.28,0.25755,0.1642,0.63,260,3143,3403,0.07380182299323729,0.4161805342339576,0.3580321527861719
2011-12-20,4,2011,12,0,2,1,2,0.37,0.38634999999999997,0.0,0.595,216,3534,3750,0.06086445163187298,0.4762050967147682,0.3999758249728031
2011-12-21,1,2011,12,0,3,1,2,0.44,0.4394,0.26865,0.88,107,2553,2660,0.02881505439576595,0.32560638624501076,0.2682219267496676
2011-12-22,1,2011,12,0,4,1,2,0.44,0.4394,0.0,0.7949999999999999,227,2841,3068,0.06409879447221406,0.3698188517040221,0.317538982231355
2011-12-23,1,2011,12,0,5,1,1,0.38,0.3939,0.2537,0.64,163,2046,2209,0.045280799764775066,0.24777402517654282,0.21370724042064548
2011-12-24,1,2011,12,0,6,0,1,0.31,0.303,0.1642,0.54,155,856,1011,0.04292855042634519,0.06509057414798895,0.06889882751118095
2011-12-25,1,2011,12,0,0,0,1,0.27,0.2727,0.1343,0.7,303,453,756,0.08644516318729785,0.003223825606386245,0.038075667835126316
2011-12-26,1,2011,12,1,1,0,1,0.34,0.3144,0.23879999999999998,0.46,431,890,1321,0.12408115260217584,0.07031010132023334,0.10637011966638463
2011-12-27,1,2011,12,0,2,1,2,0.31,0.32575,0.14925,0.755,103,1059,1162,0.027638929726551013,0.09625422167638932,0.08715097304484468
2011-12-28,1,2011,12,0,3,1,1,0.32,0.2879,0.2537,0.46,255,2053,2308,0.07233166715671861,0.2488486337120049,0.22567387888311374
