,date,hour,season,year,month,holiday,dow,workingday,weather_condition,casual,registered,cnt,temp,atemp,humidity,windspeed,nCnt,nCasual,nRegistered
1286,2011-02-23,14,1,2011,2,0,3,1,1,17,61,78,0.32,0.3333,0.29,0.1045,0.04526534859521332,0.1223021582733813,0.034212002243409985
1287,2011-02-23,15,1,2011,2,0,3,1,1,18,54,72,0.34,0.3485,0.25,0.0896,0.04058272632674298,0.12949640287769784,0.03028603477285474
1288,2011-02-23,16,1,2011,2,0,3,1,1,15,79,94,0.34,0.3636,0.25,0.0,0.037460978147762745,0.1079136690647482,0.0443073471676949
1289,2011-02-23,17,1,2011,2,0,3,1,1,15,207,222,0.34,0.3485,0.25,0.0896,0.04890738813735692,0.1079136690647482,0.1160964666292765
1290,2011-02-23,18,1,2011,2,0,3,1,1,3,206,209,0.32,0.3333,0.26,0.0896,0.11550468262226847,0.02158273381294964,0.1155356141334829
1291,2011-02-23,19,1,2011,2,0,3,1,1,6,135,141,0.3,0.3333,0.33,0.0,0.10874089490114464,0.04316546762589928,0.07571508693213685
1292,2011-02-23,20,1,2011,2,0,3,1,1,2,107,109,0.24,0.2424,0.6,0.1642,0.07336108220603538,0.014388489208633094,0.06001121704991587
1293,2011-02-23,21,1,2011,2,0,3,1,1,2,89,91,0.24,0.2879,0.48,0.0,0.056711758584807495,0.014388489208633094,0.04991587212563096
1294,2011-02-23,22,1,2011,2,0,3,1,1,1,60,61,0.24,0.2879,0.48,0.0,0.04734651404786681,0.007194244604316547,0.03365114974761638
1295,2011-02-23,23,1,2011,2,0,3,1,1,1,38,39,0.22,0.2576,0.55,0.0896,0.03173777315296566,0.007194244604316547,0.02131239484015704
1296,2011-02-24,0,1,2011,2,0,4,1,1,0,11,11,0.22,0.2576,0.55,0.0896,0.02029136316337149,0.0,0.006436512580456407
1297,2011-02-24,1,1,2011,2,0,4,1,1,0,7,7,0.22,0.2576,0.6,0.0896,0.0060773480662983425,0.0,0.004095962551199532
1298,2011-02-24,2,1,2011,2,0,4,1,1,0,4,4,0.2,0.2273,0.64,0.0896,0.0038674033149171273,0.0,0.0023405500292568754
1299,2011-02-24,3,1,2011,2,0,4,1,1,0,2,2,0.2,0.2121,0.64,0.1343,0.0022099447513812156,0.0,0.0011702750146284377
1300,2011-02-24,4,1,2011,2,0,4,1,1,0,2,3,0.2,0.2121,0.665,0.1343,0.0011049723756906078,0.0,0.0011702750146284377
1301,2011-02-24,5,1,2011,2,0,4,1,1,1,3,4,0.2,0.2121,0.69,0.1343,0.0016574585635359116,0.01,0.0017554125219426564
1302,2011-02-24,6,1,2011,2,0,4,1,1,0,58,58,0.2,0.19699999999999998,0.69,0.19399999999999998,0.0022099447513812156,0.0,0.03393797542422469
1303,2011-02-24,7,1,2011,2,0,4,1,1,0,104,104,0.2,0.19699999999999998,0.72,0.19399999999999998,0.032044198895027624,0.0,0.060854300760678756
1304,2011-02-24,8,1,2011,2,0,4,1,1,8,244,252,0.24,0.2273,0.7,0.2239,0.057458563535911604,0.08,0.14277355178466938
1305,2011-02-24,9,1,2011,2,0,4,1,2,4,133,137,0.24,0.2121,0.75,0.2985,0.13922651933701657,0.04,0.0778232884727911
1306,2011-02-24,10,1,2011,2,0,4,1,2,8,49,57,0.26,0.2424,0.7,0.2836,0.07569060773480663,0.08,0.028671737858396724
1307,2011-02-24,11,1,2011,2,0,4,1,2,8,71,79,0.32,0.2879,0.57,0.3881,0.03149171270718232,0.08,0.04154476301930954
1308,2011-02-24,12,1,2011,2,0,4,1,2,10,85,95,0.36,0.3333,0.53,0.3582,0.04364640883977901,0.1,0.0497366881217086
1309,2011-02-24,13,1,2011,2,0,4,1,2,16,72,88,0.38,0.3939,0.54,0.2985,0.052486187845303865,0.16,0.042129900526623756
1310,2011-02-24,14,1,2011,2,0,4,1,2,2,67,69,0.4,0.4091,0.5,0.2985,0.04861878453038674,0.02,0.03920421299005266
1311,2011-02-24,15,1,2011,2,0,4,1,3,5,58,63,0.4,0.4091,0.54,0.3881,0.03812154696132597,0.05,0.03393797542422469
1312,2011-02-24,16,1,2011,2,0,4,1,3,4,67,71,0.38,0.3939,0.62,0.2836,0.034806629834254144,0.04,0.03920421299005266
1313,2011-02-24,17,1,2011,2,0,4,1,3,9,168,177,0.36,0.3485,0.66,0.19399999999999998,0.039226519337016576,0.09,0.09830310122878877
1314,2011-02-24,18,1,2011,2,0,4,1,2,5,132,137,0.34,0.303,0.87,0.3284,0.09779005524861878,0.05,0.07723815096547688
1315,2011-02-24,19,1,2011,2,0,4,1,3,3,112,115,0.34,0.303,0.93,0.2985,0.07569060773480663,0.03,0.06553540081919251
1316,2011-02-24,20,1,2011,2,0,4,1,2,2,87,89,0.34,0.303,0.93,0.3582,0.06353591160220995,0.02,0.05090696313633704
1317,2011-02-24,21,1,2011,2,0,4,1,2,7,76,83,0.34,0.303,0.87,0.3284,0.049171270718232046,0.07,0.044470450555880635
1318,2011-02-24,22,1,2011,2,0,4,1,3,5,50,55,0.34,0.3182,0.87,0.2836,0.04585635359116022,0.05,0.029256875365710942
1319,2011-02-24,23,1,2011,2,0,4,1,2,3,47,50,0.32,0.303,0.93,0.2239,0.03038674033149171,0.03,0.027501462843768285
1320,2011-02-25,0,1,2011,2,0,5,1,3,1,8,9,0.32,0.3485,0.93,0.0,0.027624309392265192,0.008264462809917356,0.005952380952380952
1321,2011-02-25,1,1,2011,2,0,5,1,2,1,9,10,0.32,0.3485,1.0,0.0,0.0061433447098976105,0.008264462809917356,0.006696428571428571
1322,2011-02-25,2,1,2011,2,0,5,1,2,0,3,3,0.32,0.3485,1.0,0.0,0.006825938566552901,0.0,0.002232142857142857
1323,2011-02-25,3,1,2011,2,0,5,1,2,1,1,2,0.32,0.3333,0.93,0.1045,0.0020477815699658703,0.008264462809917356,0.000744047619047619
1324,2011-02-25,4,1,2011,2,0,5,1,2,1,3,4,0.32,0.3333,0.93,0.1045,0.0013651877133105802,0.008264462809917356,0.002232142857142857
1325,2011-02-25,5,1,2011,2,0,5,1,2,1,5,6,0.32,0.3333,0.93,0.1045,0.0027303754266211604,0.008264462809917356,0.003720238095238095
1326,2011-02-25,6,1,2011,2,0,5,1,3,0,11,11,0.34,0.3485,0.93,0.0896,0.004095563139931741,0.0,0.00818452380952381
1327,2011-02-25,7,1,2011,2,0,5,1,3,1,34,35,0.34,0.3333,1.0,0.1343,0.007508532423208191,0.008264462809917356,0.025297619047619048
1328,2011-02-25,8,1,2011,2,0,5,1,3,3,70,73,0.36,0.3485,0.93,0.1343,0.023890784982935155,0.024793388429752067,0.052083333333333336
1329,2011-02-25,9,1,2011,2,0,5,1,3,3,111,114,0.34,0.303,0.93,0.3582,0.049829351535836175,0.024793388429752067,0.08258928571428571
1330,2011-02-25,10,1,2011,2,0,5,1,3,7,42,49,0.42,0.4242,0.94,0.3284,0.07781569965870307,0.05785123966942149,0.03125
1331,2011-02-25,11,1,2011,2,0,5,1,1,9,50,59,0.52,0.5,0.77,0.4478,0.033447098976109216,0.0743801652892562,0.03720238095238095
1332,2011-02-25,12,1,2011,2,0,5,1,3,20,95,115,0.54,0.5152,0.6,0.4627,0.040273037542662114,0.1652892561983471,0.07068452380952381
1333,2011-02-25,13,1,2011,2,0,5,1,3,6,77,83,0.54,0.5152,0.6,0.4627,0.07849829351535836,0.049586776859504134,0.057291666666666664
1334,2011-02-25,14,1,2011,2,0,5,1,3,14,71,85,0.56,0.5303,0.56,0.6119,0.05665529010238908,0.11570247933884298,0.05282738095238095
1335,2011-02-25,15,1,2011,2,0,5,1,1,5,50,55,0.46,0.4545,0.41,0.8059999999999999,0.05802047781569966,0.04132231404958678,0.03720238095238095
1336,2011-02-25,16,1,2011,2,0,5,1,1,11,91,102,0.32,0.2879,0.49,0.4627,0.03754266211604096,0.09090909090909091,0.06770833333333333
1337,2011-02-25,17,1,2011,2,0,5,1,1,8,181,189,0.32,0.2727,0.49,0.7463,0.0696245733788396,0.06611570247933884,0.13467261904761904
1338,2011-02-25,18,1,2011,2,0,5,1,1,7,150,157,0.32,0.2879,0.49,0.4925,0.12901023890784982,0.05785123966942149,0.11160714285714286
1339,2011-02-25,19,1,2011,2,0,5,1,1,4,86,90,0.3,0.2727,0.52,0.4478,0.10716723549488055,0.03305785123966942,0.06398809523809523
1340,2011-02-25,20,1,2011,2,0,5,1,1,2,60,62,0.3,0.2576,0.49,0.6119,0.06143344709897611,0.01652892561983471,0.044642857142857144
1341,2011-02-25,21,1,2011,2,0,5,1,1,7,56,63,0.28,0.2576,0.48,0.3881,0.042320819112627986,0.05785123966942149,0.041666666666666664
1342,2011-02-25,22,1,2011,2,0,5,1,1,7,43,50,0.26,0.2121,0.48,0.4478,0.043003412969283276,0.05785123966942149,0.031994047619047616
1343,2011-02-25,23,1,2011,2,0,5,1,1,2,37,39,0.26,0.2273,0.48,0.3284,0.034129692832764506,0.01652892561983471,0.027529761904761904
1344,2011-02-26,0,1,2011,2,0,6,0,1,3,25,28,0.24,0.2273,0.52,0.19399999999999998,0.026621160409556314,0.007075471698113208,0.016181229773462782
1345,2011-02-26,1,1,2011,2,0,6,0,1,2,25,27,0.24,0.2121,0.52,0.2985,0.014220416455053326,0.0047169811320754715,0.016181229773462782
1346,2011-02-26,2,1,2011,2,0,6,0,1,3,9,12,0.22,0.19699999999999998,0.6,0.3582,0.013712544438801422,0.007075471698113208,0.005825242718446602
1347,2011-02-26,3,1,2011,2,0,6,0,1,1,7,8,0.22,0.2273,0.55,0.1343,0.006094464195022855,0.0023584905660377358,0.004530744336569579
1348,2011-02-26,4,1,2011,2,0,6,0,2,1,1,2,0.22,0.2576,0.6,0.0896,0.004062976130015236,0.0023584905660377358,0.0006472491909385113
1349,2011-02-26,5,1,2011,2,0,6,0,2,1,9,10,0.22,0.2424,0.64,0.1045,0.001015744032503809,0.0023584905660377358,0.005825242718446602
1350,2011-02-26,6,1,2011,2,0,6,0,1,1,6,7,0.22,0.2727,0.6,0.0,0.005078720162519045,0.0023584905660377358,0.003883495145631068
1351,2011-02-26,7,1,2011,2,0,6,0,1,1,21,22,0.22,0.2576,0.6,0.0896,0.0035551041137633316,0.0023584905660377358,0.013592233009708738
1352,2011-02-26,8,1,2011,2,0,6,0,2,2,55,57,0.24,0.2879,0.6,0.0,0.0111731843575419,0.0047169811320754715,0.03559870550161812
1353,2011-02-26,9,1,2011,2,0,6,0,2,9,65,74,0.26,0.2576,0.56,0.1642,0.028948704926358558,0.02122641509433962,0.042071197411003236
1354,2011-02-26,10,1,2011,2,0,6,0,2,14,71,85,0.3,0.303,0.49,0.1343,0.037582529202640935,0.0330188679245283,0.045954692556634306
1355,2011-02-26,11,1,2011,2,0,6,0,1,26,100,126,0.3,0.3333,0.45,0.0,0.043169121381411886,0.06132075471698113,0.06472491909385113
1356,2011-02-26,12,1,2011,2,0,6,0,2,45,115,160,0.32,0.3182,0.45,0.1642,0.06399187404773997,0.10613207547169812,0.0744336569579288
1357,2011-02-26,13,1,2011,2,0,6,0,2,38,136,174,0.34,0.3182,0.42,0.2537,0.08125952260030472,0.08962264150943396,0.08802588996763754
1358,2011-02-26,14,1,2011,2,0,6,0,2,57,154,211,0.34,0.303,0.36,0.3284,0.08836973082783138,0.13443396226415094,0.09967637540453074
1359,2011-02-26,15,1,2011,2,0,6,0,2,40,125,165,0.36,0.3333,0.4,0.2836,0.10716099542915185,0.09433962264150944,0.08090614886731391
1360,2011-02-26,16,1,2011,2,0,6,0,1,41,130,171,0.36,0.3333,0.46,0.2836,0.08379888268156424,0.09669811320754718,0.08414239482200647
1361,2011-02-26,17,1,2011,2,0,6,0,1,53,130,183,0.36,0.3485,0.43,0.2239,0.08684611477907567,0.125,0.08414239482200647
1362,2011-02-26,18,1,2011,2,0,6,0,1,26,111,137,0.34,0.3333,0.46,0.19399999999999998,0.09294057897409853,0.06132075471698113,0.07184466019417475
1363,2011-02-26,19,1,2011,2,0,6,0,1,30,64,94,0.32,0.303,0.49,0.2537,0.06957846622651091,0.07075471698113207,0.041423948220064725
1364,2011-02-26,20,1,2011,2,0,6,0,1,8,60,68,0.3,0.303,0.56,0.1642,0.047739969527679026,0.018867924528301886,0.038834951456310676
1365,2011-02-26,21,1,2011,2,0,6,0,1,9,59,68,0.28,0.2727,0.65,0.2537,0.03453529710512951,0.02122641509433962,0.038187702265372166
1366,2011-02-26,22,1,2011,2,0,6,0,1,8,38,46,0.28,0.2727,0.75,0.2239,0.03453529710512951,0.018867924528301886,0.02459546925566343
1367,2011-02-26,23,1,2011,2,0,6,0,1,5,29,34,0.28,0.2576,0.75,0.2836,0.023362112747587607,0.01179245283018868,0.018770226537216828
1368,2011-02-27,0,1,2011,2,0,0,0,1,8,26,34,0.26,0.2424,0.87,0.2836,0.017267648552564754,0.011510791366906475,0.015213575190169689
1369,2011-02-27,1,1,2011,2,0,0,0,1,7,30,37,0.26,0.2576,0.87,0.19399999999999998,0.014143094841930116,0.010071942446043165,0.017554125219426564
1370,2011-02-27,2,1,2011,2,0,0,0,1,2,20,22,0.26,0.2727,0.87,0.1343,0.015391014975041598,0.0028776978417266188,0.011702750146284377
1371,2011-02-27,3,1,2011,2,0,0,0,1,3,8,11,0.26,0.2879,0.87,0.0896,0.009151414309484194,0.004316546762589928,0.004681100058513751
1372,2011-02-27,4,1,2011,2,0,0,0,1,0,2,2,0.24,0.2424,0.87,0.1343,0.004575707154742097,0.0,0.0011702750146284377
1373,2011-02-27,5,1,2011,2,0,0,0,1,1,1,2,0.24,0.26515,0.87,0.06715,0.0008319467554076539,0.0014388489208633094,0.0005851375073142189
1374,2011-02-27,6,1,2011,2,0,0,0,1,2,1,3,0.24,0.2879,0.87,0.0,0.0008319467554076539,0.0028776978417266188,0.0005851375073142189
1375,2011-02-27,7,1,2011,2,0,0,0,1,6,8,14,0.24,0.2424,0.87,0.1343,0.0012479201331114808,0.008633093525179856,0.004681100058513751
1376,2011-02-27,8,1,2011,2,0,0,0,1,9,26,35,0.26,0.303,0.87,0.0,0.005823627287853577,0.012949640287769784,0.015213575190169689
1377,2011-02-27,9,1,2011,2,0,0,0,1,17,42,59,0.28,0.303,0.87,0.0896,0.014559068219633943,0.02446043165467626,0.024575775307197192
1378,2011-02-27,10,1,2011,2,0,0,0,1,24,79,103,0.3,0.303,0.81,0.1642,0.02454242928452579,0.034532374100719423,0.04622586307782329
1379,2011-02-27,11,1,2011,2,0,0,0,1,33,92,125,0.36,0.3485,0.62,0.1343,0.04284525790349417,0.04748201438848921,0.053832650672908135
1380,2011-02-27,12,1,2011,2,0,0,0,1,61,132,193,0.4,0.4091,0.54,0.0896,0.05199667221297837,0.08776978417266187,0.07723815096547688
1381,2011-02-27,13,1,2011,2,0,0,0,1,90,169,259,0.42,0.4242,0.47,0.0,0.0802828618968386,0.12949640287769784,0.09888823873610299
1382,2011-02-27,14,1,2011,2,0,0,0,1,105,177,282,0.44,0.4394,0.47,0.0896,0.10773710482529118,0.1510791366906475,0.10356933879461673
1383,2011-02-27,15,1,2011,2,0,0,0,1,98,163,261,0.46,0.4545,0.44,0.1343,0.11730449251247921,0.1410071942446043,0.09537741369221767
1384,2011-02-27,16,1,2011,2,0,0,0,1,98,170,268,0.48,0.4697,0.44,0.1642,0.10856905158069884,0.1410071942446043,0.0994733762434172
1385,2011-02-27,17,1,2011,2,0,0,0,1,66,121,187,0.42,0.4242,0.54,0.19399999999999998,0.11148086522462562,0.09496402877697842,0.07080163838502047
1386,2011-02-27,18,1,2011,2,0,0,0,1,24,103,127,0.4,0.4091,0.54,0.19399999999999998,0.07778702163061564,0.034532374100719423,0.06026916325336454
1387,2011-02-27,19,1,2011,2,0,0,0,1,16,86,102,0.4,0.4091,0.54,0.1343,0.052828618968386025,0.02302158273381295,0.05032182562902282
1388,2011-02-27,20,1,2011,2,0,0,0,1,9,72,81,0.4,0.4091,0.54,0.0896,0.042429284525790346,0.012949640287769784,0.042129900526623756
1389,2011-02-27,21,1,2011,2,0,0,0,1,8,61,69,0.38,0.3939,0.62,0.1642,0.03369384359400998,0.011510791366906475,0.035693387946167346
1390,2011-02-27,22,1,2011,2,0,0,0,2,2,67,69,0.38,0.3939,0.62,0.1045,0.02870216306156406,0.0028776978417266188,0.03920421299005266
1391,2011-02-27,23,1,2011,2,0,0,0,2,6,53,59,0.36,0.3485,0.62,0.1642,0.02870216306156406,0.008633093525179856,0.0310122878876536
1392,2011-02-28,0,1,2011,2,0,1,1,2,5,25,30,0.36,0.3636,0.66,0.1045,0.02454242928452579,0.06172839506172839,0.01823486506199854
1393,2011-02-28,1,1,2011,2,0,1,1,3,1,7,8,0.34,0.303,0.87,0.3582,0.02064693737095664,0.012345679012345678,0.005105762217359592
1394,2011-02-28,2,1,2011,2,0,1,1,3,0,4,4,0.33,0.3106,0.9,0.2612,0.0055058499655884375,0.0,0.0029175784099197666
1395,2011-02-28,3,1,2011,2,0,1,1,3,0,1,1,0.32,0.3182,0.93,0.1642,0.0027529249827942187,0.0,0.0007293946024799417
1396,2011-02-28,4,1,2011,2,0,1,1,2,0,2,3,0.33,0.3409,0.93,0.0821,0.0006882312456985547,0.0,0.0014587892049598833
1397,2011-02-28,5,1,2011,2,0,1,1,2,1,4,5,0.34,0.3636,0.93,0.0,0.0020646937370956643,0.012345679012345678,0.0029175784099197666
1398,2011-02-28,6,1,2011,2,0,1,1,2,1,27,28,0.34,0.3485,0.96,0.1045,0.0034411562284927736,0.012345679012345678,0.019693654266958426
1399,2011-02-28,7,1,2011,2,0,1,1,2,2,90,92,0.36,0.3636,0.93,0.1045,0.019270474879559532,0.024691358024691357,0.06564551422319474
1400,2011-02-28,8,1,2011,2,0,1,1,2,13,242,255,0.34,0.303,0.93,0.2985,0.06331727460426703,0.16049382716049382,0.1765134938001459
1401,2011-02-28,9,1,2011,2,0,1,1,1,15,127,142,0.42,0.4242,0.82,0.2836,0.17549896765313144,0.18518518518518517,0.09263311451495258
1402,2011-02-28,10,1,2011,2,0,1,1,2,13,79,92,0.52,0.5,0.72,0.4925,0.09772883688919477,0.16049382716049382,0.05762217359591539
1403,2011-02-28,11,1,2011,2,0,1,1,2,13,74,87,0.56,0.5303,0.64,0.2985,0.06331727460426703,0.16049382716049382,0.05397520058351568
1404,2011-02-28,12,1,2011,2,0,1,1,2,0,36,36,0.56,0.5303,0.64,0.2985,0.05987611837577426,0.0,0.0262582056892779
1405,2011-02-28,13,1,2011,2,0,1,1,3,1,31,32,0.46,0.4545,0.94,0.2239,0.02477632484514797,0.012345679012345678,0.02261123267687819
1406,2011-02-28,14,1,2011,2,0,1,1,3,1,24,25,0.42,0.4242,1.0,0.2985,0.02202339986235375,0.012345679012345678,0.0175054704595186
1407,2011-02-28,15,1,2011,2,0,1,1,3,0,35,35,0.42,0.4242,1.0,0.2985,0.017205781142463867,0.0,0.025528811086797956
1408,2011-02-28,16,1,2011,2,0,1,1,3,2,40,42,0.42,0.4242,1.0,0.1343,0.024088093599449415,0.024691358024691357,0.029175784099197667
1409,2011-02-28,17,1,2011,2,0,1,1,3,2,77,79,0.4,0.4091,1.0,0.2985,0.028905712319339298,0.024691358024691357,0.05616338439095551
1410,2011-02-28,18,1,2011,2,0,1,1,3,4,127,131,0.46,0.4545,0.94,0.19399999999999998,0.05437026841018582,0.04938271604938271,0.09263311451495258
1411,2011-02-28,19,1,2011,2,0,1,1,3,1,79,80,0.44,0.4394,0.88,0.6119,0.09015829318651067,0.012345679012345678,0.05762217359591539
1412,2011-02-28,20,1,2011,2,0,1,1,3,0,45,45,0.44,0.4394,0.88,0.6119,0.05505849965588438,0.0,0.03282275711159737
1413,2011-02-28,21,1,2011,2,0,1,1,2,2,78,80,0.38,0.3939,0.87,0.3881,0.030970406056434963,0.024691358024691357,0.05689277899343545
1414,2011-02-28,22,1,2011,2,0,1,1,3,4,72,76,0.34,0.303,0.93,0.4179,0.05505849965588438,0.04938271604938271,0.0525164113785558
1415,2011-02-28,23,1,2011,2,0,1,1,2,0,45,45,0.32,0.2879,0.81,0.3881,0.05230557467309016,0.0,0.03282275711159737
1416,2011-03-01,0,1,2011,3,0,2,1,1,0,7,7,0.3,0.2727,0.7,0.4627,0.030970406056434963,0.0,0.004084014002333722
1417,2011-03-01,1,1,2011,3,0,2,1,1,0,3,3,0.26,0.2273,0.7,0.3582,0.0037817396002160996,0.0,0.001750291715285881
1418,2011-03-01,2,1,2011,3,0,2,1,1,0,4,4,0.24,0.2121,0.65,0.3881,0.0016207455429497568,0.0,0.002333722287047841
1419,2011-03-01,3,1,2011,3,0,2,1,1,0,2,2,0.22,0.2121,0.69,0.2836,0.0021609940572663426,0.0,0.0011668611435239206
1420,2011-03-01,4,1,2011,3,0,2,1,1,0,1,1,0.22,0.2121,0.69,0.2537,0.0010804970286331713,0.0,0.0005834305717619603
1421,2011-03-01,5,1,2011,3,0,2,1,1,1,1,2,0.2,0.1818,0.64,0.2836,0.0005402485143165856,0.0072992700729927005,0.0005834305717619603
1422,2011-03-01,6,1,2011,3,0,2,1,1,0,46,46,0.2,0.1818,0.59,0.2985,0.0010804970286331713,0.0,0.026837806301050177
1423,2011-03-01,7,1,2011,3,0,2,1,1,2,105,107,0.2,0.1818,0.59,0.3284,0.02485143165856294,0.014598540145985401,0.061260210035005834
1424,2011-03-01,8,1,2011,3,0,2,1,1,10,204,214,0.2,0.1818,0.59,0.3881,0.05780659103187466,0.072992700729927,0.11901983663943991
1425,2011-03-01,9,1,2011,3,0,2,1,1,8,116,124,0.22,0.19699999999999998,0.55,0.4179,0.11561318206374932,0.058394160583941604,0.0676779463243874
1426,2011-03-01,10,1,2011,3,0,2,1,1,13,55,68,0.24,0.2121,0.52,0.2836,0.06699081577525662,0.0948905109489051,0.03208868144690782
1427,2011-03-01,11,1,2011,3,0,2,1,1,8,48,56,0.28,0.2727,0.45,0.2537,0.036736898973527825,0.058394160583941604,0.028004667444574097
1428,2011-03-01,12,1,2011,3,0,2,1,1,6,80,86,0.3,0.303,0.39,0.1343,0.030253916801728797,0.043795620437956206,0.046674445740956826
1429,2011-03-01,13,1,2011,3,0,2,1,1,13,65,78,0.32,0.3485,0.39,0.0,0.046461372231226365,0.0948905109489051,0.037922987164527425
1430,2011-03-01,14,1,2011,3,0,2,1,1,18,61,79,0.32,0.3333,0.36,0.1343,0.04213938411669368,0.13138686131386862,0.03558926487747958
1431,2011-03-01,15,1,2011,3,0,2,1,1,7,57,64,0.34,0.3636,0.34,0.0,0.04267963263101027,0.051094890510948905,0.03325554259043174
1432,2011-03-01,16,1,2011,3,0,2,1,1,10,92,102,0.34,0.3485,0.34,0.0896,0.03457590491626148,0.072992700729927,0.05367561260210035
1433,2011-03-01,17,1,2011,3,0,2,1,1,12,230,242,0.34,0.3485,0.34,0.0896,0.055105348460291734,0.08759124087591241,0.13418903150525088
1434,2011-03-01,18,1,2011,3,0,2,1,1,10,214,224,0.32,0.3182,0.39,0.19399999999999998,0.1307401404646137,0.072992700729927,0.12485414235705951
1435,2011-03-01,19,1,2011,3,0,2,1,1,4,115,119,0.3,0.303,0.49,0.1343,0.12101566720691519,0.029197080291970802,0.06709451575262544
1436,2011-03-01,20,1,2011,3,0,2,1,1,2,86,88,0.3,0.3182,0.61,0.0896,0.06428957320367369,0.014598540145985401,0.050175029171528586
1437,2011-03-01,21,1,2011,3,0,2,1,1,8,55,63,0.26,0.303,0.56,0.0,0.04754186925985954,0.058394160583941604,0.03208868144690782
1438,2011-03-01,22,1,2011,3,0,2,1,1,3,44,47,0.24,0.2727,0.62,0.1045,0.03403565640194489,0.021897810218978103,0.025670945157526253
1439,2011-03-01,23,1,2011,3,0,2,1,1,2,23,25,0.24,0.2273,0.65,0.2239,0.025391680172879523,0.014598540145985401,0.013418903150525088
1440,2011-03-02,0,1,2011,3,0,3,1,1,3,5,8,0.22,0.2273,0.69,0.1642,0.01350621285791464,0.012987012987012988,0.002627430373095113
1441,2011-03-02,1,1,2011,3,0,3,1,1,0,4,4,0.22,0.2273,0.69,0.19399999999999998,0.0037488284910965324,0.0,0.0021019442984760903
1442,2011-03-02,2,1,2011,3,0,3,1,1,0,2,2,0.22,0.2273,0.69,0.19399999999999998,0.0018744142455482662,0.0,0.0010509721492380452
1443,2011-03-02,3,1,2011,3,0,3,1,1,3,1,4,0.22,0.2121,0.69,0.2836,0.0009372071227741331,0.012987012987012988,0.0005254860746190226
1444,2011-03-02,4,1,2011,3,0,3,1,1,1,0,1,0.2,0.2121,0.75,0.1343,0.0018744142455482662,0.004329004329004329,0.0
1445,2011-03-02,5,1,2011,3,0,3,1,1,0,5,5,0.22,0.2121,0.69,0.2239,0.00046860356138706655,0.0,0.002627430373095113
1446,2011-03-02,6,1,2011,3,0,3,1,1,1,39,40,0.22,0.2121,0.55,0.2537,0.0023430178069353325,0.004329004329004329,0.020493956910141883
1447,2011-03-02,7,1,2011,3,0,3,1,1,2,108,110,0.22,0.2121,0.64,0.2537,0.01874414245548266,0.008658008658008658,0.05675249605885444
1448,2011-03-02,8,1,2011,3,0,3,1,1,13,243,256,0.24,0.2121,0.65,0.2836,0.05154639175257732,0.05627705627705628,0.12769311613242249
1449,2011-03-02,9,1,2011,3,0,3,1,1,7,141,148,0.28,0.2576,0.56,0.2985,0.11996251171508904,0.030303030303030304,0.07409353652128219
1450,2011-03-02,10,1,2011,3,0,3,1,1,11,65,76,0.32,0.303,0.49,0.2836,0.06935332708528585,0.047619047619047616,0.03415659485023647
1451,2011-03-02,11,1,2011,3,0,3,1,1,8,65,73,0.34,0.303,0.53,0.3284,0.03561387066541706,0.03463203463203463,0.03415659485023647
1452,2011-03-02,12,1,2011,3,0,3,1,1,20,62,82,0.4,0.4091,0.43,0.19399999999999998,0.03420805998125586,0.08658008658008658,0.0325801366263794
1453,2011-03-02,13,1,2011,3,0,3,1,1,35,90,125,0.5,0.4848,0.25,0.0,0.038425492033739454,0.15151515151515152,0.047293746715712036
1454,2011-03-02,14,1,2011,3,0,3,1,1,21,75,96,0.52,0.5,0.23,0.2985,0.05857544517338332,0.09090909090909091,0.0394114555964267
1455,2011-03-02,15,1,2011,3,0,3,1,1,19,91,110,0.54,0.5152,0.19,0.4179,0.04498594189315839,0.08225108225108226,0.047819232790331054
1456,2011-03-02,16,1,2011,3,0,3,1,1,27,112,139,0.54,0.5152,0.19,0.3284,0.05154639175257732,0.11688311688311688,0.058854440357330534
1457,2011-03-02,17,1,2011,3,0,3,1,1,30,238,268,0.5,0.4848,0.23,0.2836,0.06513589503280225,0.12987012987012986,0.1250656857593274
1458,2011-03-02,18,1,2011,3,0,3,1,1,8,193,201,0.46,0.4545,0.23,0.4925,0.12558575445173384,0.03463203463203463,0.10141881240147137
1459,2011-03-02,19,1,2011,3,0,3,1,1,6,144,150,0.4,0.4091,0.28,0.5224,0.09418931583880037,0.025974025974025976,0.07566999474513926
1460,2011-03-02,20,1,2011,3,0,3,1,1,9,86,95,0.36,0.3333,0.29,0.4179,0.07029053420805999,0.03896103896103896,0.04519180241723594
1461,2011-03-02,21,1,2011,3,0,3,1,1,3,68,71,0.34,0.2879,0.29,0.4627,0.04451733833177132,0.012987012987012988,0.03573305307409354
1462,2011-03-02,22,1,2011,3,0,3,1,1,4,44,48,0.3,0.2576,0.26,0.5522,0.03327085285848173,0.017316017316017316,0.023121387283236993
1463,2011-03-02,23,1,2011,3,0,3,1,1,0,22,22,0.26,0.2121,0.3,0.5224,0.022492970946579195,0.0,0.011560693641618497
1464,2011-03-03,0,1,2011,3,0,4,1,1,3,10,13,0.24,0.19699999999999998,0.3,0.4627,0.010309278350515464,0.024390243902439025,0.006402048655569782
1465,2011-03-03,1,1,2011,3,0,4,1,1,0,1,1,0.24,0.19699999999999998,0.3,0.4627,0.00771513353115727,0.0,0.0006402048655569782
